# `Flank`: The 5' or 3' sequence of IS mapped to MDS42; `Clustered_Locus`: The ID of the locus where the IS is mapped to identify flanking sequences that are inserted to identical locus with only < 20 bp gap; `matched_row.XX`: Matched position is found in XX generation. IF NA, no match is found.
Line,Gen,IS_ID,IS_strand,Flank,Pos,Clustered_Locus,New,Simple,matched_row.prev,matched_row.facs
L01-1,MA08,8,TRUE,f,1938086,14,New,Simple,NA,NA
L01-1,MA08,8,TRUE,r,1938073,14,New,Simple,NA,NA
L01-1,MA08,9,TRUE,f,1971562,16,New,Complex,11,1055
L01-1,MA08,9,TRUE,r,1980792,12,New,Complex,12,1056
L01-1,MA08,10,FALSE,r,2296173,5,New,Simple,13,1057
L01-1,MA08,10,FALSE,f,2296160,5,New,Simple,13,1057
L01-1,MA08,11,TRUE,f,2646352,18,New,Complex,NA,NA
L01-1,MA08,11,TRUE,r,2650557,13,New,Complex,NA,NA
L01-1,MA08,12,FALSE,r,3358694,4,New,Simple,15,1059
L01-1,MA08,12,FALSE,f,3358681,4,New,Simple,15,1059
L01-1,MA08,13,TRUE,f,3686551,1,New,Simple,NA,NA
L01-1,MA08,13,TRUE,r,3686538,1,New,Simple,NA,NA
L01-1,MA08,14,TRUE,f,3848476,2,New,Simple,17,1061
L01-1,MA08,14,TRUE,r,3848463,2,New,Simple,17,1061
L01-1,MA08,15,TRUE,f,3943022,20,New,Complex,19,1063
L01-1,MA08,15,TRUE,r,3945327,19,New,Complex,20,1064
L01-1,MA20,0,FALSE,r,476935,8,New,Simple,21,2089
L01-1,MA20,0,FALSE,f,476923,8,New,Simple,21,2089
L01-1,MA20,1,FALSE,r,548978,22,New,Complex,NA,NA
L01-1,MA20,1,FALSE,f,554375,36,New,Complex,24,NA
L01-1,MA20,2,FALSE,r,705287,17,New,Simple,25,NA
L01-1,MA20,2,FALSE,f,705275,17,New,Simple,25,NA
L01-1,MA20,3,TRUE,f,1058315,26,New,Simple,NA,NA
L01-1,MA20,3,TRUE,r,1058302,26,New,Simple,NA,NA
L01-1,MA20,4,TRUE,f,1181609,1,New,Complex,27,2093
L01-1,MA20,4,TRUE,r,1291814,9,New,Complex,NA,NA
L01-1,MA20,5,TRUE,f,1475277,2,New,Complex,28,NA
L01-1,MA20,5,FALSE,r,1488330,41,New,Complex,29,2094
L01-1,MA20,6,TRUE,r,1475263,2,New,Complex,28,NA
L01-1,MA20,6,TRUE,f,1291826,9,New,Complex,NA,NA
L01-1,MA20,7,FALSE,f,1275699,28,Preexisting,Complex,31,2095
L01-1,MA20,7,FALSE,r,1272611,18,Preexisting,Complex,32,2096
L01-1,MA20,8,TRUE,r,1181595,1,New,Complex,27,2093
L01-1,MA20,8,FALSE,f,1488995,23,New,Complex,34,2098
L01-1,MA20,9,FALSE,r,1660131,40,New,Complex,NA,NA
L01-1,MA20,9,FALSE,f,1661523,29,New,Complex,NA,NA
L01-1,MA20,10,FALSE,r,1727308,12,New,Simple,NA,NA
L01-1,MA20,10,FALSE,f,1727295,12,New,Simple,NA,NA
L01-1,MA20,11,FALSE,r,1755927,13,New,Simple,NA,NA
L01-1,MA20,11,FALSE,f,1755914,13,New,Simple,NA,NA
L01-1,MA20,12,TRUE,f,1772600,42,New,Complex,NA,NA
L01-1,MA20,12,TRUE,r,1773191,30,New,Complex,NA,NA
L01-1,MA20,13,FALSE,r,1819569,20,New,Complex,NA,NA
L01-1,MA20,13,FALSE,f,1908030,25,New,Complex,NA,NA
L01-1,MA20,14,TRUE,f,1938086,7,New,Simple,37,NA
L01-1,MA20,14,TRUE,r,1938073,7,New,Simple,37,NA
L01-1,MA20,15,TRUE,f,1971562,33,New,Complex,39,2099
L01-1,MA20,15,TRUE,r,1980792,27,New,Complex,40,2100
L01-1,MA20,16,FALSE,r,2119666,21,New,Simple,NA,NA
L01-1,MA20,16,FALSE,f,2119653,21,New,Simple,NA,NA
L01-1,MA20,17,TRUE,f,2163282,10,New,Simple,NA,NA
L01-1,MA20,17,TRUE,r,2163269,10,New,Simple,NA,NA
L01-1,MA20,18,TRUE,f,2204215,32,New,Complex,NA,NA
L01-1,MA20,18,FALSE,r,2296172,34,New,Complex,41,2101
L01-1,MA20,19,TRUE,r,2215320,24,New,Complex,NA,NA
L01-1,MA20,19,FALSE,f,2304467,31,New,Complex,NA,NA
L01-1,MA20,20,FALSE,r,2387524,37,New,Complex,NA,NA
L01-1,MA20,20,FALSE,f,2392007,14,New,Complex,NA,NA
L01-1,MA20,21,TRUE,f,2646352,35,New,Complex,43,NA
L01-1,MA20,21,TRUE,r,2652146,15,New,Complex,NA,NA
L01-1,MA20,22,FALSE,r,2800233,4,New,Simple,NA,NA
L01-1,MA20,22,FALSE,f,2800220,4,New,Simple,NA,NA
L01-1,MA20,23,FALSE,r,3039528,0,New,Complex,NA,NA
L01-1,MA20,23,TRUE,f,3052298,11,New,Complex,NA,NA
L01-1,MA20,24,FALSE,f,3039514,0,New,Complex,NA,NA
L01-1,MA20,24,TRUE,r,3070733,38,New,Complex,NA,NA
L01-1,MA20,25,FALSE,r,3358694,3,New,Simple,45,2103
L01-1,MA20,25,FALSE,f,3358681,3,New,Simple,45,2103
L01-1,MA20,26,TRUE,f,3686551,43,New,Complex,47,NA
L01-1,MA20,26,TRUE,r,3686708,39,New,Complex,NA,NA
L01-1,MA20,27,FALSE,r,3817087,5,New,Simple,NA,NA
L01-1,MA20,27,FALSE,f,3817074,5,New,Simple,NA,NA
L01-1,MA20,28,TRUE,f,3848476,6,New,Simple,49,2105
L01-1,MA20,28,TRUE,r,3848463,6,New,Simple,49,2105
L01-1,MA20,29,TRUE,f,3943022,19,New,Complex,51,2107
L01-1,MA20,29,TRUE,r,3945327,16,New,Complex,52,2108
L01-2,FACS,0,FALSE,r,476936,2,New,Simple,NA,21
L01-2,FACS,0,FALSE,f,476923,2,New,Simple,NA,21
L01-2,FACS,1,FALSE,r,554076,4,New,Simple,NA,23
L01-2,FACS,1,FALSE,f,554063,4,New,Simple,NA,23
L01-2,FACS,2,TRUE,f,1181600,3,New,Complex,NA,25
L01-2,FACS,2,FALSE,r,1488330,13,New,Complex,NA,26
L01-2,FACS,3,FALSE,f,1275699,6,Preexisting,Complex,NA,27
L01-2,FACS,3,FALSE,r,1272611,5,Preexisting,Complex,NA,28
L01-2,FACS,4,TRUE,r,1181595,3,New,Complex,NA,25
L01-2,FACS,4,FALSE,f,1488995,8,New,Complex,NA,30
L01-2,FACS,5,TRUE,f,1971562,10,New,Complex,NA,31
L01-2,FACS,5,TRUE,r,1980792,7,New,Complex,NA,32
L01-2,FACS,6,FALSE,r,2296173,9,New,Simple,NA,33
L01-2,FACS,6,FALSE,f,2296160,9,New,Simple,NA,33
L01-2,FACS,7,FALSE,r,3358694,1,New,Simple,NA,35
L01-2,FACS,7,FALSE,f,3358681,1,New,Simple,NA,35
L01-2,FACS,8,TRUE,f,3848476,0,New,Simple,NA,37
L01-2,FACS,8,TRUE,r,3848463,0,New,Simple,NA,37
L01-2,FACS,9,TRUE,f,3943022,12,New,Complex,NA,39
L01-2,FACS,9,TRUE,r,3945327,11,New,Complex,NA,40
L01-2,MA08,0,FALSE,r,476936,2,New,Simple,53,1065
L01-2,MA08,0,FALSE,f,476923,2,New,Simple,53,1065
L01-2,MA08,1,FALSE,r,528526,12,New,Complex,NA,NA
L01-2,MA08,1,TRUE,f,581268,6,New,Complex,NA,NA
L01-2,MA08,2,FALSE,f,565098,15,New,Complex,NA,NA
L01-2,MA08,2,TRUE,r,581256,6,New,Complex,NA,NA
L01-2,MA08,3,TRUE,f,1181609,0,New,Complex,57,1069
L01-2,MA08,3,TRUE,r,1474172,14,New,Complex,NA,NA
L01-2,MA08,4,FALSE,r,1485867,17,New,Complex,NA,NA
L01-2,MA08,4,TRUE,f,1474184,14,New,Complex,NA,NA
L01-2,MA08,5,FALSE,f,1275699,13,Preexisting,Complex,59,1071
L01-2,MA08,5,FALSE,r,1272611,18,Preexisting,Complex,60,1072
L01-2,MA08,6,TRUE,r,1181595,0,New,Complex,57,1069
L01-2,MA08,6,FALSE,f,1488995,19,New,Complex,62,1074
L01-2,MA08,7,TRUE,f,1971562,16,New,Complex,63,1075
L01-2,MA08,7,TRUE,r,1980792,21,New,Complex,64,1076
L01-2,MA08,8,FALSE,r,2091806,8,New,Complex,NA,NA
L01-2,MA08,8,TRUE,f,581268,6,New,Complex,NA,NA
L01-2,MA08,9,FALSE,f,554065,7,New,Complex,55,1067
L01-2,MA08,9,TRUE,r,2091793,8,New,Complex,NA,NA
L01-2,MA08,10,FALSE,r,2296073,22,New,Complex,NA,NA
L01-2,MA08,10,FALSE,f,2296162,11,New,Complex,65,1077
L01-2,MA08,11,FALSE,r,3358694,3,New,Simple,67,1079
L01-2,MA08,11,FALSE,f,3358681,3,New,Simple,67,1079
L01-2,MA08,12,TRUE,f,3505824,20,New,Complex,NA,NA
L01-2,MA08,12,TRUE,r,3506980,9,New,Complex,NA,NA
L01-2,MA08,13,TRUE,f,3848335,4,New,Simple,NA,NA
L01-2,MA08,13,TRUE,r,3848322,4,New,Simple,NA,NA
L01-2,MA08,14,TRUE,f,3848476,1,New,Simple,69,1081
L01-2,MA08,14,TRUE,r,3848463,1,New,Simple,69,1081
L01-2,MA08,15,TRUE,f,3943022,10,New,Complex,71,1083
L01-2,MA08,15,TRUE,r,3945327,5,New,Complex,72,1084
L01-2,MA20,0,FALSE,r,476936,2,New,Simple,73,2109
L01-2,MA20,0,FALSE,f,476923,2,New,Simple,73,2109
L01-2,MA20,1,FALSE,r,529720,19,New,Complex,NA,NA
L01-2,MA20,1,TRUE,f,581268,11,New,Complex,76,NA
L01-2,MA20,2,FALSE,f,576487,16,New,Complex,NA,NA
L01-2,MA20,2,TRUE,r,583128,27,New,Complex,NA,NA
L01-2,MA20,3,TRUE,f,1181609,0,New,Complex,79,2113
L01-2,MA20,3,TRUE,r,1474172,10,New,Complex,80,NA
L01-2,MA20,4,FALSE,r,1485866,25,New,Complex,81,NA
L01-2,MA20,4,TRUE,f,1474184,10,New,Complex,80,NA
L01-2,MA20,5,FALSE,f,1275699,14,Preexisting,Complex,83,2115
L01-2,MA20,5,FALSE,r,1272611,5,Preexisting,Complex,84,2116
L01-2,MA20,6,TRUE,r,1210069,8,New,Simple,NA,NA
L01-2,MA20,6,TRUE,f,1210081,8,New,Simple,NA,NA
L01-2,MA20,7,TRUE,r,1181595,0,New,Complex,79,2113
L01-2,MA20,7,FALSE,f,1488995,24,New,Complex,86,2118
L01-2,MA20,8,FALSE,r,1545986,4,New,Simple,NA,NA
L01-2,MA20,8,FALSE,f,1545973,4,New,Simple,NA,NA
L01-2,MA20,9,TRUE,f,1971562,22,New,Complex,87,2119
L01-2,MA20,9,TRUE,r,1980792,28,New,Complex,88,2120
L01-2,MA20,10,FALSE,r,2091565,29,New,Complex,NA,NA
L01-2,MA20,10,TRUE,f,581268,11,New,Complex,76,NA
L01-2,MA20,11,FALSE,f,554063,26,New,Complex,91,2111
L01-2,MA20,11,TRUE,r,2091793,12,New,Complex,89,NA
L01-2,MA20,12,FALSE,r,2296073,31,New,Complex,93,NA
L01-2,MA20,12,FALSE,f,2296160,17,New,Complex,94,2121
L01-2,MA20,13,TRUE,f,2651174,21,New,Simple,NA,NA
L01-2,MA20,13,TRUE,r,2651133,32,New,Simple,NA,NA
L01-2,MA20,14,FALSE,r,3211288,3,New,Simple,NA,NA
L01-2,MA20,14,FALSE,f,3211275,3,New,Simple,NA,NA
L01-2,MA20,15,FALSE,r,3358694,1,New,Simple,95,2123
L01-2,MA20,15,FALSE,f,3358681,1,New,Simple,95,2123
L01-2,MA20,16,TRUE,f,3505823,13,New,Complex,97,NA
L01-2,MA20,16,TRUE,r,3506980,15,New,Complex,98,NA
L01-2,MA20,17,FALSE,r,3702287,18,New,Complex,NA,NA
L01-2,MA20,17,FALSE,f,3729305,7,New,Complex,NA,NA
L01-2,MA20,18,TRUE,f,3774315,6,New,Simple,NA,NA
L01-2,MA20,18,TRUE,r,3774302,6,New,Simple,NA,NA
L01-2,MA20,19,TRUE,f,3848335,30,New,Complex,99,NA
L01-2,MA20,19,TRUE,r,3848463,20,New,Complex,101,2125
L01-2,MA20,20,TRUE,f,3943003,23,New,Complex,103,2127
L01-2,MA20,20,TRUE,r,3950737,9,New,Complex,NA,NA
L01-3,FACS,0,FALSE,r,476936,2,New,Simple,NA,41
L01-3,FACS,0,FALSE,f,476923,2,New,Simple,NA,41
L01-3,FACS,1,FALSE,r,554076,4,New,Simple,NA,43
L01-3,FACS,1,FALSE,f,554063,4,New,Simple,NA,43
L01-3,FACS,2,TRUE,f,1181600,3,New,Complex,NA,45
L01-3,FACS,2,FALSE,r,1488330,13,New,Complex,NA,46
L01-3,FACS,3,FALSE,f,1275699,6,Preexisting,Complex,NA,47
L01-3,FACS,3,FALSE,r,1272611,5,Preexisting,Complex,NA,48
L01-3,FACS,4,TRUE,r,1181595,3,New,Complex,NA,45
L01-3,FACS,4,FALSE,f,1488995,8,New,Complex,NA,50
L01-3,FACS,5,TRUE,f,1971562,10,New,Complex,NA,51
L01-3,FACS,5,TRUE,r,1980792,7,New,Complex,NA,52
L01-3,FACS,6,FALSE,r,2296173,9,New,Simple,NA,53
L01-3,FACS,6,FALSE,f,2296160,9,New,Simple,NA,53
L01-3,FACS,7,FALSE,r,3358694,1,New,Simple,NA,55
L01-3,FACS,7,FALSE,f,3358681,1,New,Simple,NA,55
L01-3,FACS,8,TRUE,f,3848476,0,New,Simple,NA,57
L01-3,FACS,8,TRUE,r,3848463,0,New,Simple,NA,57
L01-3,FACS,9,TRUE,f,3943022,12,New,Complex,NA,59
L01-3,FACS,9,TRUE,r,3945327,11,New,Complex,NA,60
L01-3,MA08,0,TRUE,f,5311,1,New,Simple,NA,NA
L01-3,MA08,0,TRUE,r,5298,1,New,Simple,NA,NA
L01-3,MA08,1,FALSE,r,476936,2,New,Simple,105,1085
L01-3,MA08,1,FALSE,f,476923,2,New,Simple,105,1085
L01-3,MA08,2,FALSE,r,546070,25,New,Complex,NA,NA
L01-3,MA08,2,FALSE,f,554338,23,New,Complex,NA,NA
L01-3,MA08,3,TRUE,f,1175380,27,New,Complex,NA,NA
L01-3,MA08,3,FALSE,r,1487712,28,New,Complex,NA,NA
L01-3,MA08,4,FALSE,f,1275699,19,Preexisting,Complex,111,1091
L01-3,MA08,4,FALSE,r,1272611,12,Preexisting,Complex,112,1092
L01-3,MA08,5,TRUE,r,1181595,24,New,Complex,109,1089
L01-3,MA08,5,FALSE,f,1488995,17,New,Complex,114,1094
L01-3,MA08,6,TRUE,f,1560949,14,New,Simple,NA,NA
L01-3,MA08,6,TRUE,r,1560936,14,New,Simple,NA,NA
L01-3,MA08,7,FALSE,r,1743474,7,New,Simple,NA,NA
L01-3,MA08,7,FALSE,f,1743461,7,New,Simple,NA,NA
L01-3,MA08,8,FALSE,r,1811806,0,New,Complex,NA,NA
L01-3,MA08,8,TRUE,f,1825057,21,New,Complex,NA,NA
L01-3,MA08,9,FALSE,f,1811792,0,New,Complex,NA,NA
L01-3,MA08,9,TRUE,r,1834816,16,New,Complex,NA,NA
L01-3,MA08,10,FALSE,r,1918803,18,New,Simple,NA,NA
L01-3,MA08,10,FALSE,f,1918790,18,New,Simple,NA,NA
L01-3,MA08,11,TRUE,f,1971562,22,New,Complex,115,1095
L01-3,MA08,11,TRUE,r,1980792,20,New,Complex,116,1096
L01-3,MA08,12,FALSE,r,2296172,15,New,Simple,117,1097
L01-3,MA08,12,FALSE,f,2296160,15,New,Simple,117,1097
L01-3,MA08,13,FALSE,r,2508826,6,New,Simple,NA,NA
L01-3,MA08,13,FALSE,f,2508813,6,New,Simple,NA,NA
L01-3,MA08,14,FALSE,r,2804982,4,New,Simple,NA,NA
L01-3,MA08,14,FALSE,f,2804969,4,New,Simple,NA,NA
L01-3,MA08,15,FALSE,r,2940826,8,New,Simple,NA,NA
L01-3,MA08,15,FALSE,f,2940813,8,New,Simple,NA,NA
L01-3,MA08,16,FALSE,r,3358694,5,New,Simple,119,1099
L01-3,MA08,16,FALSE,f,3358681,5,New,Simple,119,1099
L01-3,MA08,17,FALSE,r,3459697,13,New,Complex,NA,NA
L01-3,MA08,17,FALSE,f,3461101,11,New,Complex,NA,NA
L01-3,MA08,18,TRUE,f,3848476,3,New,Simple,121,1101
L01-3,MA08,18,TRUE,r,3848463,3,New,Simple,121,1101
L01-3,MA08,19,FALSE,r,3909151,9,New,Simple,NA,NA
L01-3,MA08,19,FALSE,f,3909139,9,New,Simple,NA,NA
L01-3,MA08,20,TRUE,f,3943022,26,New,Complex,123,1103
L01-3,MA08,20,TRUE,r,3945327,10,New,Complex,124,1104
L01-3,MA20,0,TRUE,f,5311,0,New,Simple,125,NA
L01-3,MA20,0,TRUE,r,5298,0,New,Simple,125,NA
L01-3,MA20,1,FALSE,r,476936,2,New,Simple,127,2129
L01-3,MA20,1,FALSE,f,476923,2,New,Simple,127,2129
L01-3,MA20,2,FALSE,r,546070,21,New,Complex,129,NA
L01-3,MA20,2,FALSE,f,554338,27,New,Complex,130,NA
L01-3,MA20,3,TRUE,f,1044784,23,New,Complex,NA,NA
L01-3,MA20,3,TRUE,r,1045907,34,New,Complex,NA,NA
L01-3,MA20,4,TRUE,f,1175380,35,New,Complex,131,NA
L01-3,MA20,4,FALSE,r,1487712,33,New,Complex,132,NA
L01-3,MA20,5,FALSE,f,1275699,11,Preexisting,Complex,133,2135
L01-3,MA20,5,FALSE,r,1272611,6,Preexisting,Complex,134,2136
L01-3,MA20,6,TRUE,r,1181595,28,New,Complex,135,2133
L01-3,MA20,6,FALSE,f,1488995,25,New,Complex,136,2138
L01-3,MA20,7,TRUE,f,1560949,36,New,Complex,137,NA
L01-3,MA20,7,TRUE,r,1562042,31,New,Complex,NA,NA
L01-3,MA20,8,FALSE,r,1743474,19,New,Simple,139,NA
L01-3,MA20,8,FALSE,f,1743461,19,New,Simple,139,NA
L01-3,MA20,9,FALSE,r,1811806,38,New,Complex,141,NA
L01-3,MA20,9,TRUE,f,1825057,37,New,Complex,142,NA
L01-3,MA20,10,FALSE,f,1811969,16,New,Complex,NA,NA
L01-3,MA20,10,TRUE,r,1825969,30,New,Complex,NA,NA
L01-3,MA20,11,TRUE,f,1957894,22,New,Complex,NA,NA
L01-3,MA20,11,TRUE,r,1980792,13,New,Complex,148,2140
L01-3,MA20,12,FALSE,r,2296172,26,New,Complex,149,2141
L01-3,MA20,12,TRUE,f,2396926,5,New,Complex,NA,NA
L01-3,MA20,13,TRUE,r,2304595,20,New,Complex,NA,NA
L01-3,MA20,13,FALSE,f,2396915,5,New,Complex,NA,NA
L01-3,MA20,14,FALSE,r,2508826,9,New,Simple,151,NA
L01-3,MA20,14,FALSE,f,2508813,9,New,Simple,151,NA
L01-3,MA20,15,FALSE,r,2804982,4,New,Simple,153,NA
L01-3,MA20,15,FALSE,f,2804969,4,New,Simple,153,NA
L01-3,MA20,16,FALSE,r,2940826,1,New,Simple,155,NA
L01-3,MA20,16,FALSE,f,2940813,1,New,Simple,155,NA
L01-3,MA20,17,FALSE,r,3129917,17,New,Complex,NA,NA
L01-3,MA20,17,TRUE,f,3336095,10,New,Complex,NA,NA
L01-3,MA20,18,TRUE,r,3130882,18,New,Complex,NA,NA
L01-3,MA20,18,FALSE,f,3361300,29,New,Complex,NA,NA
L01-3,MA20,19,FALSE,r,3459697,32,New,Complex,159,NA
L01-3,MA20,19,FALSE,f,3461101,15,New,Complex,160,NA
L01-3,MA20,20,TRUE,f,3843921,14,New,Complex,NA,NA
L01-3,MA20,20,TRUE,r,3848463,7,New,Complex,161,2145
L01-3,MA20,21,FALSE,r,3909151,24,New,Complex,163,NA
L01-3,MA20,21,FALSE,f,3922660,8,New,Complex,NA,NA
L01-3,MA20,22,TRUE,f,3943022,3,New,Complex,165,2147
L01-3,MA20,22,TRUE,r,3945327,12,New,Complex,166,2148
L01-4,FACS,0,FALSE,r,476936,2,New,Simple,NA,61
L01-4,FACS,0,FALSE,f,476923,2,New,Simple,NA,61
L01-4,FACS,1,FALSE,r,554076,4,New,Simple,NA,63
L01-4,FACS,1,FALSE,f,554063,4,New,Simple,NA,63
L01-4,FACS,2,TRUE,f,1181600,3,New,Complex,NA,65
L01-4,FACS,2,FALSE,r,1488330,13,New,Complex,NA,66
L01-4,FACS,3,FALSE,f,1275699,6,Preexisting,Complex,NA,67
L01-4,FACS,3,FALSE,r,1272611,5,Preexisting,Complex,NA,68
L01-4,FACS,4,TRUE,r,1181595,3,New,Complex,NA,65
L01-4,FACS,4,FALSE,f,1488995,8,New,Complex,NA,70
L01-4,FACS,5,TRUE,f,1971562,10,New,Complex,NA,71
L01-4,FACS,5,TRUE,r,1980792,7,New,Complex,NA,72
L01-4,FACS,6,FALSE,r,2296173,9,New,Simple,NA,73
L01-4,FACS,6,FALSE,f,2296160,9,New,Simple,NA,73
L01-4,FACS,7,FALSE,r,3358694,1,New,Simple,NA,75
L01-4,FACS,7,FALSE,f,3358681,1,New,Simple,NA,75
L01-4,FACS,8,TRUE,f,3848476,0,New,Simple,NA,77
L01-4,FACS,8,TRUE,r,3848463,0,New,Simple,NA,77
L01-4,FACS,9,TRUE,f,3943022,12,New,Complex,NA,79
L01-4,FACS,9,TRUE,r,3945327,11,New,Complex,NA,80
L01-4,MA08,0,FALSE,r,476936,1,New,Simple,167,1105
L01-4,MA08,0,FALSE,f,476923,1,New,Simple,167,1105
L01-4,MA08,1,TRUE,f,1181609,0,New,Complex,171,1109
L01-4,MA08,1,TRUE,r,1475217,17,New,Complex,NA,NA
L01-4,MA08,2,FALSE,r,1488331,21,New,Complex,172,1110
L01-4,MA08,2,TRUE,f,1475229,17,New,Complex,NA,NA
L01-4,MA08,3,FALSE,f,1275699,12,Preexisting,Complex,173,1111
L01-4,MA08,3,FALSE,r,1272611,19,Preexisting,Complex,174,1112
L01-4,MA08,4,TRUE,r,1181595,0,New,Complex,171,1109
L01-4,MA08,4,FALSE,f,1488995,15,New,Complex,176,1114
L01-4,MA08,5,FALSE,r,1812700,8,New,Simple,NA,NA
L01-4,MA08,5,FALSE,f,1812688,8,New,Simple,NA,NA
L01-4,MA08,6,TRUE,f,1971562,18,New,Complex,177,1115
L01-4,MA08,6,TRUE,r,1980792,13,New,Complex,178,1116
L01-4,MA08,7,FALSE,r,2026603,9,New,Simple,NA,NA
L01-4,MA08,7,FALSE,f,2026590,9,New,Simple,NA,NA
L01-4,MA08,8,FALSE,r,2112057,14,New,Simple,NA,NA
L01-4,MA08,8,FALSE,f,2112044,14,New,Simple,NA,NA
L01-4,MA08,9,FALSE,r,2296173,16,New,Complex,179,1117
L01-4,MA08,9,FALSE,f,2322616,7,New,Complex,NA,NA
L01-4,MA08,10,TRUE,f,2452579,4,New,Simple,NA,NA
L01-4,MA08,10,TRUE,r,2452566,4,New,Simple,NA,NA
L01-4,MA08,11,TRUE,f,2561766,3,New,Simple,NA,NA
L01-4,MA08,11,TRUE,r,2561753,3,New,Simple,NA,NA
L01-4,MA08,12,TRUE,f,2751918,6,New,Simple,NA,NA
L01-4,MA08,12,TRUE,r,2751905,6,New,Simple,NA,NA
L01-4,MA08,13,FALSE,r,3358694,11,New,Simple,181,1119
L01-4,MA08,13,FALSE,f,3358681,11,New,Simple,181,1119
L01-4,MA08,14,TRUE,f,3459566,5,New,Simple,NA,NA
L01-4,MA08,14,TRUE,r,3459553,5,New,Simple,NA,NA
L01-4,MA08,15,TRUE,f,3848476,2,New,Simple,183,1121
L01-4,MA08,15,TRUE,r,3848463,2,New,Simple,183,1121
L01-4,MA08,16,TRUE,f,3943022,20,New,Complex,185,1123
L01-4,MA08,16,TRUE,r,3945327,10,New,Complex,186,1124
L01-4,MA20,0,TRUE,f,70112,1,New,Simple,NA,NA
L01-4,MA20,0,TRUE,r,70099,1,New,Simple,NA,NA
L01-4,MA20,1,FALSE,r,342959,2,New,Simple,NA,NA
L01-4,MA20,1,FALSE,f,342946,2,New,Simple,NA,NA
L01-4,MA20,2,FALSE,r,433407,3,New,Simple,NA,NA
L01-4,MA20,2,FALSE,f,433394,3,New,Simple,NA,NA
L01-4,MA20,3,TRUE,f,434061,32,New,Complex,NA,NA
L01-4,MA20,3,TRUE,r,436240,28,New,Complex,NA,NA
L01-4,MA20,4,FALSE,r,476936,4,New,Simple,187,2149
L01-4,MA20,4,FALSE,f,476923,4,New,Simple,187,2149
L01-4,MA20,5,TRUE,f,1010076,10,New,Simple,NA,NA
L01-4,MA20,5,TRUE,r,1010063,10,New,Simple,NA,NA
L01-4,MA20,6,TRUE,f,1181609,0,New,Complex,189,2153
L01-4,MA20,6,TRUE,r,1475217,23,New,Complex,190,NA
L01-4,MA20,7,FALSE,r,1488331,31,New,Complex,191,2154
L01-4,MA20,7,TRUE,f,1475229,23,New,Complex,190,NA
